source_pdf,source_page,source_table,manufacturer,category,series,base_model,variant_label,display_name,variant_source,part_number,msrp_usd_raw,resolution_raw,resolution_width,resolution_height,megapixels_calculated,megapixels_label_pdf,sensor_lens_hfov_raw,sensor_size_normalized,focal_length_min_mm,focal_length_max_mm,aperture_min_f,aperture_max_f,hfov_max_deg,hfov_min_deg,lens_variant_mm,frame_rate_variant_fps,max_fps_raw,optical_zoom_raw,min_illumination_raw,wdr_lightfinder_raw,optimized_ir_builtin_ir_raw,power_raw,io_ports_raw,audio_support_builtin_mic_raw,audio_support,builtin_mic,compute_capabilities_raw,included_video_analytics_raw,secure_boot_signed_video_secure_keystore_raw,sustainability_raw,special_features_raw,temperature_range_raw,sensitivity_raw,pan_tilt_raw,thermal_flag,radiometric_or_temperature_flag,raw_attribute_count,all_raw_pdf_fields_json
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,20,1,Axis,Axis dome cameras,AXIS P39 Series,AXIS P3935-LR,,P3935-LR,single_model,01919-001,$629.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.9”
2.8 mm, F1.6
110°",1/2.9,2.8,2.8,1.6,110,110,110,,,25/30,,0.06/0.01,Forensic WDR / √,- / √,PoE Class 3,1-Jan,√ / √,yes,yes,-,"AXIS Guard Suite
Blocked view detection
Audio detection
AXIS Video Motion Detection
Active tampering alarm",√ / - / -,PVC free,"Electronic image stabilization
Shock detection
Suited for indoor onboard surveillance
IP66/IP67/NEMA 4X (Indoor only),
NFPA 130 complicance, EN45545, EN50155, IK10",,,,no,,17,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9”\n2.8 mm, F1.6\n110°"", ""Min. illumination (lux) Color/B&W"": ""0.06/0.01"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilites"": ""-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Guard Suite\nBlocked view detection\nAudio detection\nAXIS Video Motion Detection\nActive tampering alarm"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""1/1"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / √"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""Electronic image stabilization\nShock detection\nSuited for indoor onboard surveillance\nIP66/IP67/NEMA 4X (Indoor only),\nNFPA 130 complicance, EN45545, EN50155, IK10"", ""Axis Part Number"": ""01919-001"", ""MSRP"": ""$629.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,25,1,Axis,Axis panoramic cameras,AXIS P47 Series,AXIS P4705-PLVE,,P4705-PLVE,single_model,02415-001,"$1,029.00 ",2x 1920x1080 (2x 2MP),1920,1080,2.07,2x 2MP,"2x 1/2.8"", 3.3 – 8.1 mm
F1.9 – 3.2, 107°– 39°",1/2.8,3.3,8.1,1.9,3.2,107,39,,,50/60,,0.15/0.00,Forensic WDR / √,√ / √,"PoE Class 3 with limited IR range
PoE Class 4 with full IR range",-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics on
all channels
AXIS Video Motion Detection
Active tampering alarm
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
7% recycled plastics
2% bioplastics","1 IP address
Remote zoom & focus
Group view
Individually controllable IR LEDs
IP66/IP67/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""2x 1920x1080 (2x 2MP)"", ""Sensor size/Lens/Horizontal field of view"": ""2x 1/2.8\"", 3.3 – 8.1 mm\nF1.9 – 3.2, 107°– 39°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.15/0.00"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics on\nall channels\nAXIS Video Motion Detection\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3 with limited IR range\nPoE Class 4 with full IR range"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n7% recycled plastics\n2% bioplastics"", ""Special features"": ""1 IP address\nRemote zoom & focus\nGroup view\nIndividually controllable IR LEDs\nIP66/IP67/NEMA 4X, IK10"", ""Axis Part Number"": ""02415-001"", ""MSRP"": ""$1,029.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,25,1,Axis,Axis panoramic cameras,AXIS P47 Series,AXIS P4707-PLVE,,P4707-PLVE,single_model,02416-001,"$1,159.00 ",2x 2592x1944 (2x 5MP),2592,1944,5.04,2x 5MP,"2x 1/2.7”, 3.3 – 8.1 mm
F1.9 – 3.2, 98°- 36°",1/2.7,3.3,8.1,1.9,3.2,98,36,,,25/30,,0.19/0.00,Forensic WDR / √,√ / √,Poe Class 4,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics on
all channels
AXIS Video Motion Detection
Active tampering alarm
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
7% recycled plastics
2% bioplastics","1 IP address
Remote zoom & focus
Group view
Individually controllable IR LEDs
IP66/IP67/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""2x 2592x1944 (2x 5MP)"", ""Sensor size/Lens/Horizontal field of view"": ""2x 1/2.7”, 3.3 – 8.1 mm\nF1.9 – 3.2, 98°- 36°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.19/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics on\nall channels\nAXIS Video Motion Detection\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""Poe Class 4"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n7% recycled plastics\n2% bioplastics"", ""Special features"": ""1 IP address\nRemote zoom & focus\nGroup view\nIndividually controllable IR LEDs\nIP66/IP67/NEMA 4X, IK10"", ""Axis Part Number"": ""02416-001"", ""MSRP"": ""$1,159.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,25,1,Axis,Axis panoramic cameras,AXIS P47 Series,AXIS P4708-PLVE,,P4708-PLVE,single_model,02944-001,"$1,379.00 ",2x 3840x2160 (2x 8MP),3840,2160,8.29,2x 8MP,"2x 1/2.8"", 3.3-8.1 mm
F1.9-3.2, 108°-40°",1/2.8,3.3,8.1,1.9,3.2,108,40,,,25/30,,0.19/0.00,Forensic WDR / √,√ / √,Poe Class 4,-,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics on
all channels
AXIS Video Motion Detection
Active tampering alarm
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
7% recycled plastics
2% bioplastics","1 IP address
Remote zoom & focus
Group view
Individually controllable IR LEDs
IP66/IP67/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""2x 3840x2160 (2x 8MP)"", ""Sensor size/Lens/Horizontal field of view"": ""2x 1/2.8\"", 3.3-8.1 mm\nF1.9-3.2, 108°-40°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.19/0.00"", ""Max. frames per second"": ""25/30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics on\nall channels\nAXIS Video Motion Detection\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""Poe Class 4"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n7% recycled plastics\n2% bioplastics"", ""Special features"": ""1 IP address\nRemote zoom & focus\nGroup view\nIndividually controllable IR LEDs\nIP66/IP67/NEMA 4X, IK10"", ""Axis Part Number"": ""02944-001"", ""MSRP"": ""$1,379.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,31,1,Axis,Axis pan/tilt/zoom cameras,AXIS P56 Series,AXIS P5654-E Mk II,,P5654-E Mk II,single_model,02915-001,"$1,799.00 ","1280x720 (1 MP)
1920x1080 (2.1 MP)",1280,720,0.92,1 MP,"1/2.8”
4.0 - 84.6 mm, F1.6 - 4.5
77.0° - 3.6°",1/2.8,4,84.6,1.6,4.5,77,3.6,,,50/60,21,0.1/0.01,Forensic WDR / Lightfinder 2.0,- / -,PoE Class 4,-,- / -,no,no,,"AXIS Object Analytics
Advanced Gatekeeper
AXIS Video Motion Detection
Active tampering alarm
AXIS Scene Metadata",√ / - / -,PVC free,"Electronic image stabilization
Focus recall
Shock detection
IP66/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""1280x720 (1 MP)\n1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”\n4.0 - 84.6 mm, F1.6 - 4.5\n77.0° - 3.6°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.1/0.01"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""21"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAdvanced Gatekeeper\nAXIS Video Motion Detection\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""Electronic image stabilization\nFocus recall\nShock detection\nIP66/NEMA 4X, IK10"", ""Axis Part Number"": ""02915-001"", ""MSRP"": ""$1,799.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,31,1,Axis,Axis pan/tilt/zoom cameras,AXIS P56 Series,AXIS P5655-E,,P5655-E,single_model,01682-004,"$1,999.00 ",1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8”
4.3 - 137.6 mm, F1.4 - 4.0
58.7° - 2.4°",1/2.8,4.3,137.6,1.4,4,58.7,2.4,,,50/60,32,0.1/0.01,Forensic WDR / Lightfinder 2.0,- / -,"PoE Class 4, AC, DC",4,√ / -,yes,no,,"AXIS Object Analytics
Advanced Gatekeeper
Audio detection
AXIS Video Motion Detection
Active tampering alarm
AXIS Scene Metadata",√ / - / -,PVC free,"Electronic image stabilization
Focus recall
Shock detection
IP66/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”\n4.3 - 137.6 mm, F1.4 - 4.0\n58.7° - 2.4°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.1/0.01"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""32"", ""Audio support/ Built-in mic"": ""√ / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAdvanced Gatekeeper\nAudio detection\nAXIS Video Motion Detection\nActive tampering alarm\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, AC, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""Electronic image stabilization\nFocus recall\nShock detection\nIP66/NEMA 4X, IK10"", ""Axis Part Number"": ""01682-004"", ""MSRP"": ""$1,999.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,31,1,Axis,Axis pan/tilt/zoom cameras,AXIS P56 Series,AXIS P5676-LE,,P5676-LE,single_model,02414-001,"$2,329.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/2.9,
4.5 - 135 mm, F1.6 - 4.6
57.1° – 2.1°",1/2.9,4.5,135,1.6,4.6,57.1,2.1,,,50/60,30,0.1/0.01,Forensic WDR / Lightfinder 2.0,√ / √,"PoE Class 6, PoE Class 4, AC, DC",4,√ / -,yes,no,,"AXIS Object Analytics
Active Gatekeeper
Autotracking
AXIS Video Motion Detection
AXIS Scene Metadata",√ / √ / √,"PVC free, Biobased plastic","Electronic image stabilization
Orientation aid
Tampering, Spot focus
Power Meter
IP66/NEMA 4X, IK10",,,,no,,18,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9,\n4.5 - 135 mm, F1.6 - 4.6\n57.1° – 2.1°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.1/0.01"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""30"", ""Audio support/ Built-in mic"": ""√ / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nActive Gatekeeper\nAutotracking\nAXIS Video Motion Detection\nAXIS Scene Metadata"", ""Power"": ""PoE Class 6, PoE Class 4, AC, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, Biobased plastic"", ""Special features"": ""Electronic image stabilization\nOrientation aid\nTampering, Spot focus\nPower Meter\nIP66/NEMA 4X, IK10"", ""Axis Part Number"": ""02414-001"", ""MSRP"": ""$2,329.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,20,1,Axis,Axis dome cameras,AXIS P91,AXIS P9117-PV,,P9117-PV,single_model,02864-001,$789.00 ,2160x2160 (6 MP),2160,2160,4.67,6 MP,"1/1.8”
1.1 mm, F2.2
182°",1/1.8,1.1,1.1,2.2,182,182,182,,,50/60,,0.16/0.03,Forensic WDR / √,- / -,PoE Class 3,-,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
Active tampering alarm
AXIS Scene Metadata
AXIS Audio Analytics
Elevator door state detector",√ / √ / √,PVC free,"PoE over 2-wire
IP66 (Indoor only), IK10",,,,no,,17,"{""Max. video resolution"": ""2160x2160 (6 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”\n1.1 mm, F2.2\n182°"", ""Min. illumination (lux) Color/B&W"": ""0.16/0.03"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilites"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nActive tampering alarm\nAXIS Scene Metadata\nAXIS Audio Analytics\nElevator door state detector"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / √"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""PoE over 2-wire\nIP66 (Indoor only), IK10"", ""Axis Part Number"": ""02864-001"", ""MSRP"": ""$789.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,10,1,Axis,Axis box cameras,AXIS Q16 Series,AXIS Q1656,,Q1656,single_model,02164-001,"$1,379.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/1.8”, i-CS lens
3.9 - 10 mm, F1.5
120° - 47°",1/1.8,3.9,10,1.5,120,120,47,,,50/60,,0.05/0.01,Forensic WDR/Lightfinder 2.0,- / -,"PoE Class 3, DC",4,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
4% bio-based plastics","Electronic image stabilization
Shock detection
Edge-to-edge technology",,,,no,,17,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”, i-CS lens\n3.9 - 10 mm, F1.5\n120° - 47°"", ""Min. illumination (lux) Color/B&W"": ""0.05/0.01"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n4% bio-based plastics"", ""Special features"": ""Electronic image stabilization\nShock detection\nEdge-to-edge technology"", ""Axis Part Number"": ""02164-001"", ""MSRP"": ""$1,379.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,10,1,Axis,Axis box cameras,AXIS Q16 Series,AXIS Q1656-B,,Q1656-B,single_model,02164-031,"$1,159.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/1.8”, -, -",1/1.8,,,,,,,,,50/60,,- / -,Forensic WDR/Lightfinder 2.0,- / -,"PoE Class 3, DC",4,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
4% bio-based plastics","Electronic image stabilization
Shock detection
Edge-to-edge technology",,,,no,,17,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”, -, -"", ""Min. illumination (lux) Color/B&W"": ""- / -"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n4% bio-based plastics"", ""Special features"": ""Electronic image stabilization\nShock detection\nEdge-to-edge technology"", ""Axis Part Number"": ""02164-031"", ""MSRP"": ""$1,159.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,10,1,Axis,Axis box cameras,AXIS Q16 Series,AXIS Q1656-BE,,Q1656-BE,single_model,02168-031,"$1,319.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/1.8”, -, -",1/1.8,,,,,,,,,50/60,,- / -,Forensic WDR/Lightfinder 2.0,- / -,"PoE Class 4, DC",4,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
5% bio-based plastics","Electronic image stabilization
Shock detection
Edge-to-edge technology
IP66/IP67/NEMA 4X",,,,no,,17,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”, -, -"", ""Min. illumination (lux) Color/B&W"": ""- / -"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n5% bio-based plastics"", ""Special features"": ""Electronic image stabilization\nShock detection\nEdge-to-edge technology\nIP66/IP67/NEMA 4X"", ""Axis Part Number"": ""02168-031"", ""MSRP"": ""$1,319.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,10,1,Axis,Axis box cameras,AXIS Q16 Series,AXIS Q1656-BLE,,Q1656-BLE,single_model,02442-031,"$1,639.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/1.8”, -, -",1/1.8,,,,,,,,,50/60,,- / -,Forensic WDR/Lightfinder 2.0,√ / √,"PoE Class 4, DC",4,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
7% bio-based plastics
2% recycled plastics","Electronic image stabilization
Shock detection
Built-in wiper
Edge-to-edge technology
white LED
IP66/IP67/NEMA 4X",,,,no,,17,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8”, -, -"", ""Min. illumination (lux) Color/B&W"": ""- / -"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n7% bio-based plastics\n2% recycled plastics"", ""Special features"": ""Electronic image stabilization\nShock detection\nBuilt-in wiper\nEdge-to-edge technology\nwhite LED\nIP66/IP67/NEMA 4X"", ""Axis Part Number"": ""02442-031"", ""MSRP"": ""$1,639.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,10,1,Axis,Axis box cameras,AXIS Q16 Series,AXIS Q1656-DLE,,Q1656-DLE,single_model,02420-001,"$2,649.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/1.8'', i-CS lens
3.9 - 10 mm, F1.5
96° - 44°",1/1.8,3.9,10,1.5,96,96,44,,,50/60,,0.05/0.00,Forensic WDR/Lightfinder 2.0,√ / √,"PoE Class 4, DC",4,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
6% bio-based plastics","Electronic image stabilization
Shock detection
Edge-to-edge technology
Picture-in-picture
Augmented overlay (radar)
IP66/IP67/NEMA 4X",,,,no,,17,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/1.8'', i-CS lens\n3.9 - 10 mm, F1.5\n96° - 44°"", ""Min. illumination (lux) Color/B&W"": ""0.05/0.00"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""√ / √"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n6% bio-based plastics"", ""Special features"": ""Electronic image stabilization\nShock detection\nEdge-to-edge technology\nPicture-in-picture\nAugmented overlay (radar)\nIP66/IP67/NEMA 4X"", ""Axis Part Number"": ""02420-001"", ""MSRP"": ""$2,649.00""}"
